comment,date,author,like_count,reply_count
"According to my opinion , Phoolan Devi was a G.O.A.T  
I can't belive vo kitna suffer ki thi 
Hearing this case study shrinkhal ki awaj me is just giving me goosebumps , bhai shab kya ladki thi vo , she was just a queen , I know usane bahut bure kaam bhi kiye honge , robbing rich bura tha but it was just revenge for her past , jab law nahi bachaya tho usne apne aapko sajaya , she just was an  amazing Queen....",2023-01-13T14:29:03Z,Dramatic Time,224,22
"Actually situation made a human criminal   and the one who become criminal with tragic past or very bad past they don't want anybody to go through same past most of time.
She was one of them 
At first, I thought she was just a criminal and politcian approach him because of his  support  and history 
But, she wants  this opportunity in good way 
      I can't judge her because I don't know about hai past",2023-01-13T14:28:04Z,Ashu yadav,1,0
You have two personality one who's can't stop laughing and there you are serious it's like you never laugh 😬,2023-01-13T14:25:24Z,Nadira,2,0
Sher singh rana ne apni jagah pe theek kiya tha un 20 logon me uska tau aur chacha vgera the if anyone kileed my close one i would also do same at that time,2023-01-13T14:24:45Z,Abhishek Thakur,6,0
You should make a video on School shooting or any other mass shooting,2023-01-13T14:23:09Z,Abhijeet,0,0
Bro jnta bi h sher singh rana kon h... 🤣😂Ah sher singh rana pr movie bn rhi h jisme main lead main vidyut hai,2023-01-13T14:21:12Z,zudox,2,2
I meannn he just i don't have words....,2023-01-13T14:20:55Z,lydie🦋,1,2
I have watched the whole movie and cried.... How cruel people can be.... mann she was indeed strongest...,2023-01-13T14:18:55Z,world Of my dreams,31,2
Wow. That was deep bruh,2023-01-13T14:15:42Z,Monica Rai,3,0
Please cover the Kathua child rape case ): I got to know about this from a friend who lives in Amsterdam. Truly heartbreaking 💔,2023-01-13T14:15:11Z,zen #freepalestine,9,0
I have watched that movie long time ago,2023-01-13T14:13:15Z,DIKSHA 🕉️,0,0
Cover 44 days in hell,2023-01-13T14:13:04Z,@_mehnaaz manzoor,0,0
I also wanted to know  bout the whole story of that Korean girl who was sexually assaulted ...At least 41 male high school students gang raped several middle school and high school girls for 10 or 11monts,2023-01-13T14:11:41Z,Kim thv,0,0
If possible please make a video on tunisha sharma case...,2023-01-13T14:10:43Z,Wise Words,1,0
She is a real life Hero ( disclaimer : it's just my opinion),2023-01-13T14:09:26Z,Sushama Biswas,13,0
I saw this movie movie dekhne ke bad to 2 ya 3din tk pareshan the mtlb ek lrki pe itna sajja but koi aur hota to gaveup krta pr unhe fight kiya,2023-01-13T14:08:30Z,Chandana Khatick,1,0
Very brave lady 💯💯,2023-01-13T14:08:24Z,What Memes?,3,0
bro un dono motherfu***ing ra***t ka kya hua,2023-01-13T14:06:02Z,GGwp,0,0
jai foolan devi,2023-01-13T14:04:31Z,PRITAM OP,4,0
Phoolan Devi was a result of circumstances.,2023-01-13T14:04:23Z,Attics,2,0
There is also a movie been made on Sher Singh rana in which vidyut jamwal is featuring,2023-01-13T14:04:02Z,THAKUR plays,2,0
I was just closing youtube and youtube recommended this  shit here we go again,2023-01-13T14:01:16Z,BÂDBØY GÂMING,0,0
💫💫💫,2023-01-13T14:01:05Z,Life With Mood,0,0
but why did you put 'sensitive content' warning? there's nothing sensitive,2023-01-13T14:00:24Z,Yasmin Mollick,0,1
Beautiful explanation.,2023-01-13T14:00:04Z,Harnoor,3,0
"hey shrinkhal, I'm so sorry if I spelled that wrong, but I was here just to tell u ur doing an amazing job. U focus on improving what u ur doing even though ur perfect. also, the disclaimers that u give us keeping in mind they could affect us are beautiful. THANK U SO MUCH UR AMAZING AND KEEP GOING.",2023-01-13T13:59:16Z,S_S,21,0
Pls make a video on burari family 🤌🏿,2023-01-13T13:55:39Z,parakram jadhav,2,0
Can you make a video on miryang gang r_pe case .. I watched this case in a yt video recently.it happened in south Korea..it was too much puzzled that I couldn't catch every single point..I hope we will get a new video on this case from you..thanks for your efforts,2023-01-13T13:53:42Z,bangtan love💜,4,0
English tora kaam bola Karo hindi achaa hai,2023-01-13T13:52:11Z,all types videos,0,0
"""Yarr saare video dekh liye ab kya karoon""
Shrinkhal ""Uploads another video"" 
🤡",2023-01-13T13:51:27Z,Debopriya Gupta,6,3
Ahh bio ka live lecture chodh kr apki video dekhne aayi hu🤝👾Bhai itti aachi video tho dalte ho ap maan kese lagega bio ka lecture dekhne me but bhai board hai faat rhi h kya karu kuch batao🥴🤌,2023-01-13T13:51:18Z,taekook🌼⚡,0,0
Please I am requesting you to make video on mendenez brother case.... Please🙏🙏🙏,2023-01-13T13:48:31Z,anju prasad,1,0
"You are so cute😭🥺
I just got through your Instagram
Your voice is so so so sooooo good🥺🥺🥹🥹💕",2023-01-13T13:47:40Z,Mansi Gupta,1,0
Her story made me cry I literally feel so bad,2023-01-13T13:46:37Z,Khushboo Nakwal,3,0
"Bhaiya ji namaskar   pardob sea mere ghar mai construction chlra tha tab mai bhar road mai  khada hokar dekh raha tha tab achanak sea app nikle pagal sea hunk bike mai but gaadi wagera aarakhi thi iss liye maine apko awaaj nhi di , abb patani kab mauka milega milney kaa🥲",2023-01-13T13:44:42Z,SATYAM BISHT,0,0
Sher Singh Rana ❤️ 👑,2023-01-13T13:43:50Z,Agnivesh Singh,1,0
Yes I have watched and its painful to hear this can't imagine what hell she must have gone through,2023-01-13T13:43:49Z,CHANDRAKALA NILGAR,3,0
You look like siddharth nigam,2023-01-13T13:42:56Z,Bella,1,0
"She randomly picked the 20 guys out of frustration and killed them, also Sher Singh Rana brought back the ashes of Prithviraj Chauhan from Afghan, She Shouldn't have killed innocents as she couldn't find her culprits, whatever happened to her was very very wrong but her killing 20 innocents is in no way justified, what do you think , all of those 20 men were so foolish that despite getting killed wouldn't tell the location of the culprits, hell no, that lady was no saint, please have an unbiased opinion",2023-01-13T13:37:16Z,Anshika Agrawal,19,10
This lady's story seems like a movie 🙁  I feel sympathy for her,2023-01-13T13:37:13Z,N,9,0
Shrinkhal please explain some foreign cases now,2023-01-13T13:37:06Z,Abdul Rehman,2,0
You 🔥🔥🔥,2023-01-13T13:35:51Z,Deepika,1,0
"i have seen that movie , i wish u have watched the movie before knowing whole story, but still u can watch it , it is definitely a realistic one, u can watch it on youtube itself",2023-01-13T13:32:30Z,Himani Khatri,3,0
Phoolan Devi was a cunning witch. 🖕,2023-01-13T13:32:21Z,Name 7,0,11
You're extremely amazing at what you do💛,2023-01-13T13:32:21Z,mishh baby,10,0
I love your videos,2023-01-13T13:31:33Z,mishh baby,1,0
You should have done more research on this topic. 🤬,2023-01-13T13:31:24Z,Name 7,0,0
Le me watching this video at 2 AM 💀,2023-01-13T13:29:51Z,vijay bhujbal,0,1
Let's put headphones,2023-01-13T13:28:59Z,Derby Harrington,0,0
"Bro u are op and the best , beat of luck for future",2023-01-13T13:28:30Z,Wight  mix gaming,1,0
fun fact: sher singh rana the guy who murder phoolan devi actually bought back raja prithviraj chauhan ash to india from afganistan,2023-01-13T13:27:48Z,Ishan Tripathi,68,13
"There's a saying in Punjab, when someone tries to be OG people tell them ""tik ja tik ja....wadda foolan devi di maasi da munda"" ☠️ finally i know this is foolan devi",2023-01-13T13:27:07Z,Karan Sran,8,6
Where u from bro??,2023-01-13T13:24:45Z,Bhüpesh Bohara,0,0
The details of the story is dope!!!,2023-01-13T13:23:45Z,Sandhya☆,2,0
but robbery is a robbery only 😭 he said it on such a cute way .,2023-01-13T13:23:23Z,Ivy,5,0
"I have seen this movie multiple times , i would like to say  there were many scenes which are not correct like which were not true about her what was happened to her in real life but the all over the movie was really good and it really shows her life story very well ,you should definitely see the movie.",2023-01-13T13:22:50Z,inish,21,3
Obviously I will watch this video instead of my exam prep 😌,2023-01-13T13:19:03Z,N,6,0
Puttey laal op🤣🤣🤣,2023-01-13T13:18:10Z,Arshad Ahmad shahzaib,1,0
How did i end up here 🤔🤔 me toh bigg boss dekh raha tha,2023-01-13T13:13:04Z,BE SAFE,1,1
"That is so wrong but right at the same time
What about those inhumane police officers? They aren't behind the bars??the parents for child marriage????making their own blood suffering through that much at that age
That's not fair 
But appreciate you for going through this case",2023-01-13T13:12:11Z,Aporajita Mukherjee,341,4
❣️💫,2023-01-13T13:12:02Z,akansha bharti,4,0
I have seen the movie it is very scary more than a horror movie tbh😶,2023-01-13T13:11:50Z,Regina Phalange,8,0
"I loved to watch your video and your ""hard-work""",2023-01-13T13:11:21Z,Paras Dabhi,5,0
"20:49
I was controlling myself throughout the video, but in the end, this one line made me tear up so damn badly.",2023-01-13T13:11:00Z,Tisha,221,3
Real feminism 🪓,2023-01-13T13:10:13Z,As a doctor,1,0
Don't forget that Sher Singh rana ne pruthviraj chavan ki samadhi ko afganistan se leke aaya tha..,2023-01-13T13:09:06Z,harsh singh📚,4,1
Yehahahahah shrinkhal missed youuu 🫶🏻🫶🏻,2023-01-13T13:07:11Z,iamdvk103%,1,0
Respect and tears throughout the Vidoe. Specially Gandhi ji ka pass gun rakh dena vala point,2023-01-13T13:05:49Z,Moon Lighting🌙🎑,6,0
21 min kb Khatam hua samjha hi nhi,2023-01-13T13:04:58Z,Tanay,0,0
Foolan devi lived in front of my grandmother's house and I am not joking 🙂 this is real . I am from uttarpradesh and my grandmother's home in jalun.,2023-01-13T13:03:19Z,Tejsvi Sharma,145,4
Lund ki bandit queen fame ke chakkar mein nirdosh logo ko mara tha aur sher singh rana ne unka badla liya phir prithviraj chauhan ji ki aasthiyaa leke aaya afgan se naam se nhi sach mein sher tha🦁,2023-01-13T13:03:02Z,THAKUR SAAB,1,21
"Thank you for this case , Sir!",2023-01-13T13:02:49Z,Khushi Kaushal,9,0
I am  so  excited  to  watch  your  case studies.  I have  watched  all  your  videos  on your  channel.  Love  you  hard  work. 👌👌👌🙏🙏🙏,2023-01-13T13:01:50Z,Krishna,6,0
"You're more like an idiot who is talking shit to gain attention, Definitely I do not know what exactly happened back then but what she did to others was completely wrong. Imagine killing 20 people just because you were not satisfied with their answers, looting money from people like seriously? it was their hard earned money, I did not say what happened her was right but what she did to others was completely wrong and she got killed as part of her KARMA. govt was shit to drop all the charges and release her, next time don't post videos that shows criminals as innocent.",2023-01-13T13:00:40Z,Sanjay Singh Jhala,0,1
"शेर सिंह राणा नें Police को Phone करके खुद बताया था फुलवा के Murder के बारे में और खुद गया था Surrender करने Police Station ""

Make A Video On Sher Singh Rana 💪🙏🚩",2023-01-13T12:59:50Z,Great Kaafir,6,0
Bro u should read the story of sher singh rana,2023-01-13T12:59:36Z,Aahan Singh shrinet,1,0
Jalaun is really close to where I live 🫣,2023-01-13T12:59:26Z,Chandrika Nigam,3,0
Respect.. 🙏,2023-01-13T12:58:20Z,Yama Patum,3,0
Tysm for making our friday's better 😭🤍,2023-01-13T12:58:12Z,Sassy Forever_army,2,0
"Sr pay in his main channel : 💥🗿

Also him in his second channel : 😂😶😑😳",2023-01-13T12:57:07Z,unknown69,5,0
tumhara video ki liye w8 kartahu bhai,2023-01-13T12:56:04Z,Nur,0,0
Sher Singh Rana ❤,2023-01-13T12:55:47Z,कुलदिप सिंह,7,0
She was a revolutionary. In my Village in MP we appreciate so much.,2023-01-13T12:55:27Z,vikas karan,16,0
It's wrong story brother,2023-01-13T12:54:40Z,Aahan Singh shrinet,1,0
Paji kadi has v diya kro😂,2023-01-13T12:53:57Z,RoLeX SiR,2,0
It seems to me that phoolan Devi was not evil ....... society made her do sooo.....what u say,2023-01-13T12:53:39Z,ÇØÇŌ,5,0
By my like this vdo reached 1k😌,2023-01-13T12:53:34Z,narutoooo,1,0
I've read her life story. Despite all the crimes she did she never deserved the abuse she went through .,2023-01-13T12:52:31Z,Shravanee Kulkarni,822,4
Now sher singh rana also deserve a video🔥,2023-01-13T12:52:23Z,Harshall Chauhannn,11,0
Lots of love from odisha,2023-01-13T12:52:22Z,LIPSA,3,0
@shrinkhal please react to Taeyang's Vibe (feat. Jimin) please please....,2023-01-13T12:51:55Z,Lipu,0,1
Sher Singh Rana for kshatriyas 🔥,2023-01-13T12:51:39Z,Vinay Thakor,10,4
She deserved that bullet and she deserved the love as well ... Overall it was well balanced she lived a bad and a good life,2023-01-13T12:50:55Z,DR. ONE EYE,1,0
Not at me after watching SR pay videos going to dig even more information and real video 💜 my weekend is productive😭,2023-01-13T12:50:17Z,Menal,7,0
Bro get the real facts.. there was a function in that village.. and those 2 culprits were not present there.. so in frustration when she can't find those two ... She picked mens randomly some were even so old mens ... And some were unknown relative who were attending the function.. and she killed those innocent.. what were their crime..and at that time they justified it for the vote bank from a major portion of people.. 🙏🙏,2023-01-13T12:50:07Z,Kumar Sunny,39,17
Ur voice is soo cute ....... I m deadly love with u ❣️,2023-01-13T12:48:25Z,khushi,4,0
I like to watch all ur videos bro! Its interesting to listen from you ! So keeeep going they way  your going!! 🤧❤️,2023-01-13T12:47:51Z,freazy,5,0
Noor Makadam case discuss karen,2023-01-13T12:45:43Z,Shumaila Waseem khokhar,1,0
You've already uploaded this video some time ago so y again,2023-01-13T12:45:16Z,kids home,0,0
Why is he so handsome 😭💓,2023-01-13T12:45:04Z,CHRISTAINBALEISMYRELIGION,9,1
Awesome bro,2023-01-13T12:42:54Z,Shagun Kaushal,3,0
Make a video on sher singh rana also❤💪,2023-01-13T12:42:17Z,Prince Thakur,6,0
what a woman. ❤️‍🔥,2023-01-13T12:41:41Z,RUMS,8,0
"Please study in takayuki fukuda case
Love your videos",2023-01-13T12:41:25Z,vaishu Blink,8,0
best start of 2023 was discovering this channel,2023-01-13T12:41:07Z,pinklemonadenwatermelon,2,0
OLD VIEWERS KNEW ITS A REMAKE❤❤❤,2023-01-13T12:40:39Z,AYUSH💀💀,18,0
Idk why a 20 years old youtuber created this much hipe for her but this is not all true i know bad things happened with her and she also does a lot of murders and in the last the 20 people ( including 5 childern ) were not raped her they were innocent and the person who killed her is a legend ( shree shear Singh Rana ) you have to heard his story from a person who gives you right information not spice to entertain and gaining likes (if I am wrong then you have to ask from people who live under her fear),2023-01-13T12:40:15Z,king,3,4
☺i love ur all videos bruh,2023-01-13T12:39:20Z,Prishu Chaudhary,3,0
Itni der se isi channel pr videos dekh rhi thi sari dekhli or ab soch rhi thi new video kb aegi... And here we go!!!😇,2023-01-13T12:39:02Z,FM Sheikh,3,0
"This line ""Please keep love one very close"" ❤️",2023-01-13T12:37:39Z,exists ITACHi,13,0
"I love how deep your voice are . 
Thank you",2023-01-13T12:37:31Z,ghfjdks,5,0
Voice 👍,2023-01-13T12:37:24Z,Subh P,0,0
Absolute Beauty She was👑✨,2023-01-13T12:34:56Z,ẞlacky _47,26,0
"Maine dekha h movie seriously bht Rona Aya mujhe.... From beginning to the end how she neglected by her family and after that her husband assault her and that babu gujar assault her,
And that village scene where the actress do the nude suit to bring water from well in front of villagers literally so crying feel like how Phoolan Devi survive🥺
And hatts off to that actress who did this movie.",2023-01-13T12:34:10Z,Megha singh,145,3
Thank you my favourite woman',2023-01-13T12:31:01Z,Jyoti Kalyani,3,0
This channel is really addictive 😍,2023-01-13T12:28:09Z,ECOROOM,9,0
Foolan devi was such a gem 💎✨,2023-01-13T12:27:46Z,Nick,372,17
Discovered your channel 4 days ago and have binged ALL THE VIDEOS...they are absolutely adicting and soo well made.....just finished watching the last video left and then this got dropped LETS GOO...and its not just the stories and the cases that are interesting but your storytelling is soo good and soothing..so good to see sucha channel in india...keep up the consistency,2023-01-13T12:25:58Z,Shashank Chaudhary,93,5
❣️ I'm so happy,2023-01-13T12:25:32Z,Eli Ovung,3,0
Watching in the middle of my tution 💀🤌,2023-01-13T12:23:23Z,BOOMERANg,3,0
Bro ur videos are great,2023-01-13T12:22:45Z,bhai ki Gaming,2,0
Ur videos are very addictive...and your way of story telling is just amazing...❣️,2023-01-13T12:22:05Z,illustration by Sakshi ;),9,0
he makes our fridays so much better<3,2023-01-13T12:20:58Z,hanniluv,28,0
8:36 why did I do that 🥴😂,2023-01-13T12:19:13Z,it's _gaming_buddy,3,0
Just here....,2023-01-13T12:18:52Z,Ak,1,0
"Found your channel like a week ago and I'm hooked!!! 
Small request: could you do a video on the menendez brothers if you haven't done one yet?",2023-01-13T12:18:44Z,Adyansha_88,9,0
I swear to God I was really eager to know about her,2023-01-13T12:17:40Z,Mamta Prajapati,6,0
finally!! a new video,2023-01-13T12:17:36Z,kalash sharma,3,0
"i miss your kpop content on main channel :"")",2023-01-13T12:17:08Z,SAKTH _LAUNDE,4,0
"THIS CASE CREATES A CURIOSITY IN MY MIND
ARE CRIMINALS BORN OR CREATED ?",2023-01-13T12:16:57Z,NiK,15,10
Kam pura kar ka dekhunga par like toh kar he jata hu... 💀💯,2023-01-13T12:16:54Z,Vishal Garg,1,0
"sher singh rana also brought prithviraj Chauhan""s ashes from afghan... Salute for such heroes",2023-01-13T12:16:46Z,Pratik Jādhav,43,11
"Simping girls - his voice is so deep, his hair is so good and what not 💆",2023-01-13T12:16:00Z,vaidehi acharya,8,0
❤️,2023-01-13T12:15:58Z,Prathana Trivedi,2,0
bagaboi,2023-01-13T12:15:17Z,Rusty Bandwagon,1,0
Just done with my end semester exams and this a perfect way of starting the semester breaks ✨,2023-01-13T12:14:57Z,Mahima Rai,23,3
Thanks for keeping up. We know that it's really straining to go through such cases that too in so much depth. Take care. All the best,2023-01-13T12:14:50Z,Funky Beatzz,20,0
"I knew her story already , but again listening just because of you and those minute details that you cover 🔥🔥",2023-01-13T12:14:26Z,Shreya Shree,113,1
I'm binge watching Shrinkhal's videos for the last 3 days.It's haunting me at night but I cannot stop because it is so fucking addicting specially his voice and his way of explaining details.,2023-01-13T12:14:15Z,Gangotri Basu,1008,29
I was about to go to bed but nahh I'm here 🗿,2023-01-13T12:12:55Z,Puja Biswas,3,0
👍,2023-01-13T12:12:09Z,Ahsan Awan,1,0
Yess i heard her story on desicrime podcast but at that time I didn't quite got her story clearly. I really wanted your version of story 😊,2023-01-13T12:12:02Z,Shivangi Verma,9,0
Damn rarely early,2023-01-13T12:11:36Z,Music lover,0,0
Just clicked on this video amd watching. It really great he explains the story nicely and his voice.. Soo addictable.  Love from Bangladesh,2023-01-13T12:10:53Z,H S Hopes and diary 🍒,6,0
💙,2023-01-13T12:10:15Z,HAZY,1,0
If this was a subject i would have topped the exam,2023-01-13T12:10:12Z,Khushi Bansiwal,12,0
I have not seen this VEDIO still giving a like because ur good at what ur doing 💖 hope you grow with this channel alot,2023-01-13T12:09:59Z,‼️NomNom‼️,13,0
SO ADDICTED TO HIS VIDEOAS CAN'T IGNORE THE NOTIFICATION,2023-01-13T12:09:54Z,NiK,5,0
Open the youtube and see this is like open the full chips of packet 😘😂,2023-01-13T12:09:27Z,art.love...,2,0
wow i really am having deja vu today,2023-01-13T12:08:36Z,Win,2,0
Always wait for your video ❣️,2023-01-13T12:07:48Z,Shaswati Bagchi,3,0
Good 👍 thnku bro,2023-01-13T12:07:38Z,NAKU 😍,1,0
Hello once again 💜,2023-01-13T12:07:03Z,Rm is a big spoiler,2,0
"I hv an online examination in 10 minutes...but this is imp....
Btw love the way you portray those cases in such an easy  way...",2023-01-13T12:05:32Z,Karuna Bhosale,12,1
This is best case.........I have read about it but this was Awesome.........................,2023-01-13T12:05:26Z,Aditi Singh673,4,0
Damn wow! I was literally about to watch one of your older cases again cs well um I was ‘true crime case video deprived’ ig but guess who got served😂😭,2023-01-13T12:05:12Z,Hey Bruh,11,0
😯,2023-01-13T12:04:23Z,belaworld,1,0
The way his voice changes in different situation😭,2023-01-13T12:04:14Z,Anayzaaa,5,0
Just find your channel and now watching all your video's from two days I am 16 year old and I am taking good knowledge that what I want to do in my future and secure my surrounding.and your voice is so deep and good suits in horror movie ❤️,2023-01-13T12:04:05Z,Naman Punia,15,0
I was just thinking when you would upload new vedio 🤌🤌🤌 and here you are,2023-01-13T12:03:41Z,April,1,0
Less go u uploaded,2023-01-13T12:03:23Z,Easy Money Sniper,0,0
Please make a video on the the toy box killer 🥺,2023-01-13T12:03:14Z,Mehandi Arya,5,0
As always... The best video...,2023-01-13T12:03:04Z,yashika misra,3,0
thanks for making my evening yarrr !! i just loved  yourrr vedios as hell man,2023-01-13T12:02:43Z,Riya moun,5,0
Brooooo your hairrrrrrrrrr😩😩🤌🤌🤌,2023-01-13T12:02:38Z,Prekshi,1,0
The video dude,2023-01-13T12:02:29Z,NIKHIL GMAING YT,1,0
Made my evening😭❤,2023-01-13T12:02:18Z,Anayzaaa,8,0
Aa gya hu mai firse😎,2023-01-13T12:02:12Z,Prekshi,0,0
Just waiting for the notification to pop up,2023-01-13T12:02:11Z,SHADOW DYNAMIC,1,0
I was listening to vibe when you posted this video... Can Friday get any better!!!,2023-01-13T12:02:08Z,Sneha Ghosh,3,0
"Love your videos ✨✨✨✨
Keep it up ✨✨
We are with you ❤️❤️☺️❤️",2023-01-13T12:02:06Z,Palak Biswas,7,0
Big fan from Pakistan 🇵🇰❤🇮🇳,2023-01-13T12:02:05Z,Sardar Khan,8,0
FIRST TO SEE THE VIDEO LOVE YOUR CONTENT LOVE TO GET A REPLY FROM YOU ❤️❤️,2023-01-13T12:02:02Z,Shaan Sehgal,3,0
You literally upload when I need it i love your vids keep going,2023-01-13T12:01:59Z,Samruddhi Shamprasad,7,0
His true crime videos are just amazing. Just love seeing them💜💜,2023-01-13T12:01:58Z,Taekook Is Destiny,73,2
The setup😩🤌,2023-01-13T12:01:51Z,User 69,1,0
YouTube ka Aaryan Khan 😩🤍✨,2023-01-13T12:01:48Z,Ekta Prasad,5,0
1st view 🗿🗿,2023-01-13T12:01:42Z,om,0,0
Big fan bhaiya 😇,2023-01-13T12:01:41Z,Aditya k,3,0
The way he explain is everything ❤,2023-01-13T12:01:37Z,AshiroBaka,36,0
I guess this is the second video in a week? 🤩,2023-01-13T12:01:36Z,isha arya,4,0
You made my evening ❤️💞,2023-01-13T12:01:27Z,Aqsa Khan,5,0
YES FINALLYYYYYY 😭😭😭💗💗,2023-01-13T12:01:25Z,Samreen,8,0
hum first hum first,2023-01-13T12:01:17Z,Nitish Kharat,0,0
Ur voice is addictive 💀,2023-01-13T12:01:12Z,Fiza Khan,5,0
"❤️🫂 2 videos back to back ,,,",2023-01-13T12:01:05Z,Witch Xspam,3,0
Hey its meeee,2023-01-13T12:00:58Z,let's eat,1,0
I was in the middle of a lecture but...here we go.💀🤌,2023-01-13T12:00:56Z,Rk,906,39
I m first,2023-01-13T12:00:49Z,Naman,1,0
I was thinking of you today... 😭🤍,2023-01-13T12:00:49Z,moonx,1,0
ight,2023-01-13T12:00:46Z,ArtSetLy,1,0
Yoooooo nice video 😈😈,2023-01-13T12:00:41Z,Ukiyo--Kun,1,0
Damnnn,2023-01-13T12:00:38Z,moonx,1,0
First 🥇,2023-01-13T12:00:34Z,VANSH_PLAYZ,3,0
